,Date,Close,Open,High,Low,Volume,Return,Stock,code,polarity,sentiment,Price Up,Open_KLCI,Volume_KLCI,Return_KLCI
45,2019-01-25,3.87,3.8,3.9,3.8,823400.0,0.023809523809523947,BIMB,5258,0.0,neutral,1,1699.59,134070000.0,0.006091280412005018
46,2019-01-25,2.79,2.81,2.82,2.79,146400.0,-0.007117437722419906,KJCS,3522,0.0,no news,0,1699.59,134070000.0,0.006091280412005018
47,2019-01-25,20.14,20.2,20.28,20.12,80800.0,-0.004940711462450453,CBMS,2836,0.0,no news,0,1699.59,134070000.0,0.006091280412005018
48,2019-01-28,3.87,3.9,3.91,3.85,945500.0,0.0,BIMB,5258,0.25,positive,0,1705.41,117680000.0,0.003424355285686742
49,2019-01-28,3.87,3.9,3.91,3.85,945500.0,0.0,BIMB,5258,0.4333333333333333,positive,0,1705.41,117680000.0,0.003424355285686742
50,2019-01-28,2.81,2.82,2.83,2.81,184000.0,0.007168458781362075,KJCS,3522,0.0,neutral,1,1705.41,117680000.0,0.003424355285686742
51,2019-01-28,20.16,20.14,20.28,19.94,165800.0,0.0009930486593843213,CBMS,2836,0.0,no news,1,1705.41,117680000.0,0.003424355285686742
52,2019-01-29,3.84,3.89,3.89,3.84,116800.0,-0.007751937984496138,BIMB,5258,0.0,no news,0,1694.71,150210000.0,-0.006274151083903612
53,2019-01-29,2.81,2.82,2.82,2.81,206500.0,0.0,KJCS,3522,0.0,no news,0,1694.71,150210000.0,-0.006274151083903612
54,2019-01-29,20.34,20.26,20.4,20.02,165700.0,0.008928571428571397,CBMS,2836,0.0,no news,1,1694.71,150210000.0,-0.006274151083903612
55,2019-01-30,3.75,3.87,3.87,3.75,128500.0,-0.0234375,BIMB,5258,0.0,no news,0,1689.69,114620000.0,-0.002962158717420671
56,2019-01-30,2.81,2.81,2.82,2.81,101200.0,0.0,KJCS,3522,0.0,no news,0,1689.69,114620000.0,-0.002962158717420671
57,2019-01-30,20.36,20.32,20.36,20.0,120900.0,0.000983284169124854,CBMS,2836,0.0,no news,1,1689.69,114620000.0,-0.002962158717420671
58,2019-01-31,3.75,3.76,3.8,3.75,294900.0,0.0,BIMB,5258,0.0,no news,0,1694.86,188930000.0,0.0030597328504045063
59,2019-01-31,2.81,2.81,2.81,2.81,174500.0,0.0,KJCS,3522,0.0,no news,0,1694.86,188930000.0,0.0030597328504045063
60,2019-01-31,20.5,20.34,20.6,20.06,187100.0,0.006876227897838928,CBMS,2836,0.0,no news,1,1694.86,188930000.0,0.0030597328504045063
61,2019-02-04,3.77,3.76,3.79,3.75,54700.0,0.005333333333333412,BIMB,5258,0.0,no news,1,1698.97,57220000.0,0.0024249790543171557
62,2019-02-04,2.8,2.81,2.81,2.79,201600.0,-0.003558718861210064,KJCS,3522,0.0,no news,0,1698.97,57220000.0,0.0024249790543171557
63,2019-02-04,21.2,20.6,21.28,20.4,274600.0,0.034146341463414664,CBMS,2836,0.0,neutral,1,1698.97,57220000.0,0.0024249790543171557
64,2019-02-07,3.84,3.78,3.86,3.78,91000.0,0.018567639257294436,BIMB,5258,0.0,no news,1,1688.0,82450000.0,-0.006456853269922402
65,2019-02-07,2.83,2.81,2.83,2.81,116900.0,0.010714285714285898,KJCS,3522,0.0,no news,1,1688.0,82450000.0,-0.006456853269922402
66,2019-02-07,21.34,21.16,21.34,21.08,273200.0,0.006603773584905603,CBMS,2836,0.0,no news,1,1688.0,82450000.0,-0.006456853269922402
67,2019-02-08,3.95,3.9,3.96,3.87,1160000.0,0.02864583333333348,BIMB,5258,0.0,no news,1,1688.51,115540000.0,0.00030213270142187554
68,2019-02-08,2.84,2.83,2.84,2.82,86100.0,0.0035335689045936647,KJCS,3522,0.0,no news,1,1688.51,115540000.0,0.00030213270142187554
69,2019-02-08,21.32,21.34,21.38,21.18,121700.0,-0.0009372071227741196,CBMS,2836,0.0,no news,0,1688.51,115540000.0,0.00030213270142187554
70,2019-02-11,4.03,3.96,4.05,3.92,753000.0,0.02025316455696213,BIMB,5258,0.0,no news,1,1688.7,88500000.0,0.00011252524415028553
71,2019-02-11,2.87,2.84,2.87,2.84,87900.0,0.010563380281690238,KJCS,3522,0.0,no news,1,1688.7,88500000.0,0.00011252524415028553
72,2019-02-11,20.9,21.34,21.34,20.9,123800.0,-0.019699812382739323,CBMS,2836,0.0,no news,0,1688.7,88500000.0,0.00011252524415028553
73,2019-02-12,4.02,4.03,4.06,4.01,777600.0,-0.0024813895781639057,BIMB,5258,0.0,no news,0,1692.22,113230000.0,0.002084443654882362
74,2019-02-12,2.87,2.87,2.88,2.85,130600.0,0.0,KJCS,3522,0.0,no news,0,1692.22,113230000.0,0.002084443654882362
75,2019-02-12,20.94,20.92,21.16,20.92,442300.0,0.001913875598086312,CBMS,2836,0.0,no news,1,1692.22,113230000.0,0.002084443654882362
76,2019-02-13,4.06,4.02,4.09,4.02,1100000.0,0.00995024875621886,BIMB,5258,0.0,no news,1,1687.73,104800000.0,-0.0026533193083642104
77,2019-02-13,2.87,2.87,2.88,2.86,151400.0,0.0,KJCS,3522,0.0,no news,0,1687.73,104800000.0,-0.0026533193083642104
78,2019-02-13,20.76,21.0,21.1,20.66,388700.0,-0.008595988538681931,CBMS,2836,0.0,no news,0,1687.73,104800000.0,-0.0026533193083642104
79,2019-02-14,4.12,4.06,4.13,4.02,1150000.0,0.014778325123152802,BIMB,5258,0.25,positive,1,1684.49,100890000.0,-0.001919738346773503
80,2019-02-14,3.0,2.89,3.0,2.87,1940000.0,0.04529616724738683,KJCS,3522,0.0,neutral,1,1684.49,100890000.0,-0.001919738346773503
81,2019-02-14,3.0,2.89,3.0,2.87,1940000.0,0.04529616724738683,KJCS,3522,0.1,positive,1,1684.49,100890000.0,-0.001919738346773503
82,2019-02-14,21.58,20.76,21.6,20.76,413200.0,0.039499036608862996,CBMS,2836,0.0,neutral,1,1684.49,100890000.0,-0.001919738346773503
83,2019-02-14,21.58,20.76,21.6,20.76,413200.0,0.039499036608862996,CBMS,2836,0.0,neutral,1,1684.49,100890000.0,-0.001919738346773503
84,2019-02-15,4.18,4.12,4.18,4.1,908500.0,0.014563106796116497,BIMB,5258,0.0,no news,1,1692.29,116840000.0,0.004630481629454675
85,2019-02-15,3.02,3.02,3.02,3.01,1440000.0,0.0066666666666665994,KJCS,3522,0.0,neutral,1,1692.29,116840000.0,0.004630481629454675
86,2019-02-15,3.02,3.02,3.02,3.01,1440000.0,0.0066666666666665994,KJCS,3522,0.0,neutral,1,1692.29,116840000.0,0.004630481629454675
87,2019-02-15,21.92,21.66,22.28,21.62,715400.0,0.0157553290083412,CBMS,2836,0.16,positive,1,1692.29,116840000.0,0.004630481629454675
88,2019-02-15,21.92,21.66,22.28,21.62,715400.0,0.0157553290083412,CBMS,2836,0.0,neutral,1,1692.29,116840000.0,0.004630481629454675
89,2019-02-15,21.92,21.66,22.28,21.62,715400.0,0.0157553290083412,CBMS,2836,0.0,neutral,1,1692.29,116840000.0,0.004630481629454675
90,2019-02-18,4.23,4.19,4.3,4.19,1640000.0,0.011961722488038395,BIMB,5258,0.0,neutral,1,1693.92,94070000.0,0.0009631918879151602
91,2019-02-18,4.23,4.19,4.3,4.19,1640000.0,0.011961722488038395,BIMB,5258,0.0,neutral,1,1693.92,94070000.0,0.0009631918879151602
92,2019-02-18,3.03,3.02,3.05,3.02,342500.0,0.0033112582781456013,KJCS,3522,0.0,no news,1,1693.92,94070000.0,0.0009631918879151602
93,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,0.16,positive,1,1693.92,94070000.0,0.0009631918879151602
94,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,0.25,positive,1,1693.92,94070000.0,0.0009631918879151602
95,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,0.2272727272727273,positive,1,1693.92,94070000.0,0.0009631918879151602
96,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,0.0,neutral,1,1693.92,94070000.0,0.0009631918879151602
97,2019-02-19,4.22,4.24,4.27,4.2,823900.0,-0.0023640661938535428,BIMB,5258,0.0,neutral,0,1694.03,159820000.0,6.493813167085527e-05
98,2019-02-19,3.03,3.03,3.03,3.03,200300.0,0.0,KJCS,3522,0.0,neutral,0,1694.03,159820000.0,6.493813167085527e-05
99,2019-02-19,23.14,23.4,23.4,23.04,524000.0,0.005212858384013863,CBMS,2836,0.0,no news,1,1694.03,159820000.0,6.493813167085527e-05
100,2019-02-20,4.22,4.23,4.26,4.2,231200.0,0.0,BIMB,5258,0.0,neutral,0,1712.83,185230000.0,0.011097796379048841
101,2019-02-20,3.03,3.03,3.04,3.03,644300.0,0.0,KJCS,3522,0.0,no news,0,1712.83,185230000.0,0.011097796379048841
102,2019-02-20,23.74,23.14,23.78,23.14,543100.0,0.025929127052722437,CBMS,2836,0.0,no news,1,1712.83,185230000.0,0.011097796379048841
103,2019-02-21,4.3,4.25,4.3,4.22,234300.0,0.018957345971563955,BIMB,5258,0.0,no news,1,1722.37,168870000.0,0.005569729628743136
104,2019-02-21,3.03,3.03,3.04,3.03,548800.0,0.0,KJCS,3522,0.0,no news,0,1722.37,168870000.0,0.005569729628743136
105,2019-02-21,24.92,23.8,24.98,23.7,726800.0,0.04970513900589735,CBMS,2836,0.0,no news,1,1722.37,168870000.0,0.005569729628743136
106,2019-02-22,4.28,4.28,4.3,4.26,215400.0,-0.00465116279069755,BIMB,5258,0.0,neutral,0,1730.51,134820000.0,0.004726046087658364
107,2019-02-22,3.04,3.03,3.05,3.03,543600.0,0.0033003300330034517,KJCS,3522,0.0,no news,1,1730.51,134820000.0,0.004726046087658364
108,2019-02-22,24.98,24.98,25.0,24.0,468300.0,0.002407704654895593,CBMS,2836,0.0,no news,1,1730.51,134820000.0,0.004726046087658364
109,2019-02-25,4.33,4.29,4.36,4.29,484100.0,0.011682242990654236,BIMB,5258,0.0,no news,1,1722.34,111660000.0,-0.004721151568034876
110,2019-02-25,3.04,3.03,3.05,3.03,509500.0,0.0,KJCS,3522,0.0,no news,0,1722.34,111660000.0,-0.004721151568034876
111,2019-02-25,24.64,24.98,25.0,24.62,151900.0,-0.013610888710968716,CBMS,2836,0.0,no news,0,1722.34,111660000.0,-0.004721151568034876
112,2019-02-26,4.3,4.33,4.34,4.3,812800.0,-0.0069284064665127145,BIMB,5258,0.0,no news,0,1725.57,123350000.0,0.0018753556208415123
113,2019-02-26,3.04,3.04,3.04,3.04,128300.0,0.0,KJCS,3522,0.0,neutral,0,1725.57,123350000.0,0.0018753556208415123
114,2019-02-26,24.3,24.64,24.86,24.1,306400.0,-0.01379870129870131,CBMS,2836,0.0,no news,0,1725.57,123350000.0,0.0018753556208415123
115,2019-02-27,4.3,4.33,4.35,4.28,498800.0,0.0,BIMB,5258,0.0,no news,0,1717.14,120550000.0,-0.004885342234739687
116,2019-02-27,3.03,3.03,3.04,3.03,162300.0,-0.00328947368421062,KJCS,3522,0.0,no news,0,1717.14,120550000.0,-0.004885342234739687
117,2019-02-27,24.8,24.3,24.86,24.24,449900.0,0.020576131687242816,CBMS,2836,0.0,no news,1,1717.14,120550000.0,-0.004885342234739687
118,2019-02-28,4.25,4.3,4.33,4.25,986700.0,-0.011627906976744096,BIMB,5258,0.25,positive,0,1715.38,214740000.0,-0.0010249601080867254
119,2019-02-28,3.03,3.03,3.04,3.03,682500.0,0.0,KJCS,3522,0.0,no news,0,1715.38,214740000.0,-0.0010249601080867254
120,2019-02-28,24.5,24.3,24.8,24.3,370100.0,-0.012096774193548376,CBMS,2836,0.0,no news,0,1715.38,214740000.0,-0.0010249601080867254
121,2019-03-01,4.25,4.24,4.3,4.22,2110000.0,0.0,BIMB,5258,0.0,no news,0,1700.45,132880000.0,-0.008703610861733324
122,2019-03-01,3.04,3.04,3.04,3.03,391800.0,0.0033003300330034517,KJCS,3522,0.0,no news,1,1700.45,132880000.0,-0.008703610861733324
123,2019-03-01,25.48,24.5,25.5,24.5,528100.0,0.040000000000000036,CBMS,2836,0.0,no news,1,1700.45,132880000.0,-0.008703610861733324
124,2019-03-04,4.3,4.32,4.35,4.28,304300.0,0.0117647058823529,BIMB,5258,0.5,positive,1,1688.22,101620000.0,-0.00719221382575197
125,2019-03-04,3.04,3.04,3.04,3.04,142100.0,0.0,KJCS,3522,0.0,no news,0,1688.22,101620000.0,-0.00719221382575197
126,2019-03-04,25.0,25.48,25.56,24.64,374500.0,-0.018838304552590283,CBMS,2836,0.0,no news,0,1688.22,101620000.0,-0.00719221382575197
127,2019-03-05,4.3,4.3,4.3,4.28,189100.0,0.0,BIMB,5258,0.0,no news,0,1682.19,109520000.0,-0.003571809361339162
128,2019-03-05,3.05,3.04,3.06,3.04,587400.0,0.0032894736842103978,KJCS,3522,0.0,neutral,1,1682.19,109520000.0,-0.003571809361339162
129,2019-03-05,25.56,25.2,25.64,25.06,347800.0,0.022399999999999972,CBMS,2836,0.0,no news,1,1682.19,109520000.0,-0.003571809361339162
130,2019-03-06,4.18,4.3,4.32,4.18,224500.0,-0.027906976744186074,BIMB,5258,0.0,no news,0,1684.98,124220000.0,0.0016585522443957057
131,2019-03-06,3.06,3.05,3.06,3.05,317800.0,0.0032786885245903448,KJCS,3522,0.0,no news,1,1684.98,124220000.0,0.0016585522443957057
132,2019-03-06,25.6,25.2,25.6,25.16,413700.0,0.0015649452269170805,CBMS,2836,0.0,no news,1,1684.98,124220000.0,0.0016585522443957057
133,2019-03-07,4.25,4.26,4.27,4.24,1180000.0,0.01674641148325362,BIMB,5258,0.0,no news,1,1682.33,110670000.0,-0.0015727189640233341
134,2019-03-07,3.05,3.05,3.06,3.05,482300.0,-0.0032679738562092497,KJCS,3522,0.0,no news,0,1682.33,110670000.0,-0.0015727189640233341
135,2019-03-07,26.0,25.66,26.18,25.54,530800.0,0.015625,CBMS,2836,0.0,no news,1,1682.33,110670000.0,-0.0015727189640233341
136,2019-03-08,4.24,4.24,4.29,4.2,1180000.0,-0.0023529411764705572,BIMB,5258,-0.1,negative,0,1686.13,114740000.0,0.002258772060178549
137,2019-03-08,3.06,3.05,3.06,3.05,577200.0,0.0032786885245903448,KJCS,3522,0.0,no news,1,1686.13,114740000.0,0.002258772060178549
138,2019-03-08,25.84,26.0,26.08,25.6,389900.0,-0.0061538461538461755,CBMS,2836,0.0,no news,0,1686.13,114740000.0,0.002258772060178549
139,2019-03-11,4.22,4.23,4.24,4.2,1830000.0,-0.004716981132075526,BIMB,5258,0.0,no news,0,1680.14,126190000.0,-0.0035525137444918364
140,2019-03-11,3.07,3.06,3.07,3.06,438900.0,0.003267973856209139,KJCS,3522,-0.07499999999999997,negative,1,1680.14,126190000.0,-0.0035525137444918364
141,2019-03-11,25.74,25.84,26.0,25.5,451400.0,-0.0038699690402477227,CBMS,2836,0.0,no news,0,1680.14,126190000.0,-0.0035525137444918364
142,2019-03-12,4.2,4.22,4.22,4.19,2760000.0,-0.004739336492890933,BIMB,5258,0.0,no news,0,1667.96,103630000.0,-0.007249395883676346
143,2019-03-12,3.09,3.07,3.09,3.07,1530000.0,0.006514657980456029,KJCS,3522,0.0,neutral,1,1667.96,103630000.0,-0.007249395883676346
144,2019-03-12,3.09,3.07,3.09,3.07,1530000.0,0.006514657980456029,KJCS,3522,-0.35,negative,1,1667.96,103630000.0,-0.007249395883676346
145,2019-03-12,25.8,25.6,25.96,25.54,272600.0,0.002331002331002363,CBMS,2836,0.13636363636363635,positive,1,1667.96,103630000.0,-0.007249395883676346
146,2019-03-13,4.25,4.2,4.29,4.2,1160000.0,0.011904761904761862,BIMB,5258,0.0,no news,1,1671.13,109370000.0,0.0019005251924506528
147,2019-03-13,3.09,3.09,3.09,3.08,695500.0,0.0,KJCS,3522,0.0,neutral,0,1671.13,109370000.0,0.0019005251924506528
148,2019-03-13,25.8,25.9,26.24,25.56,394500.0,0.0,CBMS,2836,0.13636363636363635,positive,0,1671.13,109370000.0,0.0019005251924506528
149,2019-03-14,4.24,4.28,4.29,4.24,700300.0,-0.0023529411764705572,BIMB,5258,0.0,no news,0,1675.66,111790000.0,0.0027107406365751707
150,2019-03-14,3.09,3.09,3.09,3.09,607200.0,0.0,KJCS,3522,0.0,no news,0,1675.66,111790000.0,0.0027107406365751707
151,2019-03-14,25.76,26.0,26.0,25.6,242500.0,-0.0015503875968991832,CBMS,2836,0.0,no news,0,1675.66,111790000.0,0.0027107406365751707
152,2019-03-15,4.2,4.25,4.25,4.2,191700.0,-0.009433962264150941,BIMB,5258,0.0,no news,0,1674.59,242810000.0,-0.0006385543606699517
153,2019-03-15,3.09,3.09,3.09,3.09,391100.0,0.0,KJCS,3522,0.0,no news,0,1674.59,242810000.0,-0.0006385543606699517
154,2019-03-15,25.74,25.74,25.74,25.5,4920000.0,-0.0007763975155280488,CBMS,2836,0.0,no news,0,1674.59,242810000.0,-0.0006385543606699517
155,2019-03-18,4.21,4.25,4.25,4.2,301900.0,0.0023809523809523725,BIMB,5258,0.0,no news,1,1681.83,90650000.0,0.004323446336118142
156,2019-03-18,3.09,3.08,3.1,3.08,2000000.0,0.0,KJCS,3522,0.0,neutral,0,1681.83,90650000.0,0.004323446336118142
157,2019-03-18,3.09,3.08,3.1,3.08,2000000.0,0.0,KJCS,3522,0.0,neutral,0,1681.83,90650000.0,0.004323446336118142
158,2019-03-18,25.36,25.96,25.96,25.12,213200.0,-0.014763014763014668,CBMS,2836,0.0,no news,0,1681.83,90650000.0,0.004323446336118142
159,2019-03-19,4.25,4.21,4.25,4.21,678600.0,0.009501187648456087,BIMB,5258,0.0,neutral,1,1692.48,72910000.0,0.00633238793457136
160,2019-03-19,3.1,3.09,3.1,3.09,1810000.0,0.0032362459546926288,KJCS,3522,0.0,neutral,1,1692.48,72910000.0,0.00633238793457136
161,2019-03-19,25.3,25.68,25.68,25.24,77900.0,-0.0023659305993690705,CBMS,2836,0.0,no news,0,1692.48,72910000.0,0.00633238793457136
162,2019-03-20,4.22,4.25,4.25,4.21,146900.0,-0.007058823529411784,BIMB,5258,0.0,neutral,0,1683.78,96770000.0,-0.005140385706182693
163,2019-03-20,3.1,3.1,3.1,3.1,1200000.0,0.0,KJCS,3522,0.0,neutral,0,1683.78,96770000.0,-0.005140385706182693
164,2019-03-20,25.64,25.3,25.78,25.26,262300.0,0.013438735177865537,CBMS,2836,0.0,no news,1,1683.78,96770000.0,-0.005140385706182693
165,2019-03-21,4.2,4.25,4.25,4.17,245100.0,-0.004739336492890933,BIMB,5258,0.0,neutral,0,1687.64,122640000.0,0.0022924610103458587
166,2019-03-21,4.2,4.25,4.25,4.17,245100.0,-0.004739336492890933,BIMB,5258,0.0,neutral,0,1687.64,122640000.0,0.0022924610103458587
167,2019-03-21,3.1,3.1,3.1,3.1,546900.0,0.0,KJCS,3522,0.0,no news,0,1687.64,122640000.0,0.0022924610103458587
168,2019-03-21,25.6,25.76,25.76,25.38,237500.0,-0.0015600624024960652,CBMS,2836,0.0,no news,0,1687.64,122640000.0,0.0022924610103458587
169,2019-03-22,4.19,4.2,4.2,4.12,51300.0,-0.0023809523809523725,BIMB,5258,0.0,neutral,0,1669.58,99170000.0,-0.01070133440781218
170,2019-03-22,3.1,3.1,3.1,3.1,348600.0,0.0,KJCS,3522,0.0,no news,0,1669.58,99170000.0,-0.01070133440781218
171,2019-03-22,26.5,25.58,26.5,25.36,386300.0,0.03515625,CBMS,2836,0.0,no news,1,1669.58,99170000.0,-0.01070133440781218
172,2019-03-25,4.18,4.17,4.25,4.15,222000.0,-0.002386634844868896,BIMB,5258,0.0,no news,0,1652.14,90350000.0,-0.010445740845002827
173,2019-03-25,3.1,3.1,3.1,3.1,1500000.0,0.0,KJCS,3522,0.0,no news,0,1652.14,90350000.0,-0.010445740845002827
174,2019-03-25,26.5,26.48,26.6,25.82,340100.0,0.0,CBMS,2836,0.25,positive,0,1652.14,90350000.0,-0.010445740845002827
175,2019-03-26,4.21,4.15,4.25,4.15,86000.0,0.0071770334928229484,BIMB,5258,-0.1,negative,1,1647.82,107090000.0,-0.002614790514121168
176,2019-03-26,3.1,3.1,3.1,3.1,805000.0,0.0,KJCS,3522,0.0,no news,0,1647.82,107090000.0,-0.002614790514121168
177,2019-03-26,26.52,26.2,26.6,26.2,38200.0,0.0007547169811321641,CBMS,2836,0.0,no news,1,1647.82,107090000.0,-0.002614790514121168
178,2019-03-27,4.21,4.21,4.24,4.2,826200.0,0.0,BIMB,5258,0.0,neutral,0,1649.17,100600000.0,0.0008192642400262073
179,2019-03-27,4.21,4.21,4.24,4.2,826200.0,0.0,BIMB,5258,0.25,positive,0,1649.17,100600000.0,0.0008192642400262073
